text,speaker,label
"As a state rep, I was considered the fourth-most conservative in the Legislature.	states	rick-green			republican	0	1	1	0	0	a speech
2552.json	mostly-true	Rand Paul wants us to pay $2,000 just to get Medicare.	health-care,medicare,message-machine	jack-conway	Kentucky Attorney General	Kentucky	democrat	0	1	0	2	0	a campaign commercial
9353.json	mostly-true	Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.	health-care,public-health	bobby-jindal	Governor of Louisiana	Louisiana	republican	0	1	4	4	0	an op-ed for Politico Magazine
9577.json	mostly-true	There are more than 46 million Americans living in poverty today -- the largest number in 54 years.	medicaid,poverty	kirk-cox	House majority leader	Virginia	republican	0	0	0	1	0	a speech.
4318.json	half-true	Since I introduced my budget -- first budget -- in March of 2010, weve created 50,000 new private-sector jobs for the people of this state.	jobs,state-budget	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference in Belmar 
9864.json	mostly-true	Scott Walker cut school funding more per student than any governor in America.	children,education,message-machine-2014,state-budget,states,taxes	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a TV ad
8243.json	true	Says he would be first CPA to serve as Texas comptroller.	state-finances	raul-torres	Accountant, politician	Texas	republican	0	0	0	0	0	a campaign video
13500.json	mostly-true	On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.	city-budget,county-budget,federal-budget,homeland-security,immigration,state-budget	bill-de-blasio	New York City Mayor	New York	democrat	1	0	0	1	0	a WNYC interview
9854.json	false	Thomas Jefferson said, That government is best which governs the least, because its people discipline themselves.	elections	jody-hice			republican	0	1	0	0	0	a Facebook post
7737.json	barely-true	Proposed gun control legislation will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database and make it nearly impossible to get a permit to carry a concealed weapon.	crime,criminal-justice,government-regulation,guns,market-regulation	ed-doyle	administrator, Rhode Island chapter, Gun Rights Across America.	Rhode Island	activist	1	0	0	0	0	a news release and Facebook post
12293.json	barely-true	Says Donald Trump thinks a grown man pretending to be a woman (should) be allowed to use the womens restroom.	candidates-biography,corrections-and-updates,gays-and-lesbians,campaign-advertising	ted-cruz	Senator	Texas	republican	36	33	15	19	8	an attack ad
457.json	half-true	McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",democratic-national-committee,half-true
"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",barack-obama,true
Georgias HOPE scholarship is still the richest scholarship program in America.,michael-adams,half-true
On supporting right to work legislation in 2015,scott-walker,false
Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,scott-walker,barely-true
The education tax burden for Shelby County -- and Tennessee -- is one of the lowest in the country.,kriner-cash,mostly-true
"Says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him.",sarah-palin,false
"By the time I left the State Department, economic growth was up and opium production was down in Afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",hillary-clinton,mostly-true
We have the most productive workers in the world.,joe-biden,mostly-true
"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.",gina-raimondo,true
Says Bill White profiteered in the aftermath of Hurricane Rita.,rick-perry,false
"Alabamas Crimson Tide will be the underdog in Saturdays game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",espn,mostly-true
"Says Rick Scott took $200,000 in campaign contributions from a company that profited off pollution.",nextgen-climate,half-true
"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",adam-hasner,mostly-true
"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.",tom-kean-jr,half-true
Metro on whether it could use bond money for restoration.,metro,false
Roy Barnes is like Barack Obama because theyre both doing a lot of apologizing.,republican-governors-association,half-true
"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",paul-wolfowitz,barely-true
The pope and Donald Trump and Tammy Baldwin all agree on eliminating the carried-interest tax break.,tammy-baldwin,half-true
Says Rick Scott stripped women of access to public health care.,rick-scotts-starbucks-heckler,half-true
"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",barack-obama,true
Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,rick-perry,half-true
Says HJM 20 was the only bill not assigned to a House committee.,oregon-catalyst,false
"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",larry-yarborough,mostly-true
The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,al-sharpton,barely-true
"Said the year before he took office, the state lost 119,000 private-sector jobs, labeling them Corzine jobs losses of 2009.",chris-christie,half-true
Says the state is required pick up 70 percent of the cost of K-12 education.,john-kitzhaber,barely-true
Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,michael-bloomberg,half-true
"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",richard-durbin,true
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,leonidas-raptakis,false
ColoradoCare would have higher revenues than McDonalds.,colorado-health-institute,mostly-true
"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.",dan-patrick,barely-true
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",brian-deese,half-true
"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",national-rifle-association,mostly-true
"The Stupak Amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion, it says, if youre getting a federal subsidy of any kind, youre not allowed to buy an insurance plan that covers abortion even with your own money.",rachel-maddow,barely-true
Says President Barack Obama already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.,paul-ryan,barely-true
The presidents health care law raids Medicare by more than $500 billion and creates a Medicare rationing board a group of 15 unelected bureaucrats to slow the growth of Medicare spending.,scott-garrett,barely-true
Congress used earmarks for more than 200 years.,harry-reid,mostly-true
On the Troubled Asset Relief Program (TARP),mitt-romney,true
"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",dan-patrick,half-true
"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",rick-kriseman,false
"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",national-republican-congressional-committee,false
"When you read the Koran, it talks about dont take Christians and Jews as your friends.",sean-hannity,half-true
Dan Patrick called for increasing the gas tax and the state sales tax.,david-dewhurst,mostly-true
Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,sharron-angle,barely-true
"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.",barack-obama,false
Says CharlieCrist made it easier for Duke to take your money.,republican-party-florida,false
Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,chain-email,barely-true
SaysMaggie Hassan was out of state on 30 days over the last three months.,kelly-ayotte,mostly-true
Miami-Dade County is the No. 1 donor county in the state.,rene-garcia,barely-true
"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.",christine-whitman,mostly-true
"Judging by a recent vote, Rep. Debbie Wasserman Schultz thinks its okay for medical marijuana patients to go to federal prison.",americans-safe-access,barely-true
Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama.,bob-goodlatte,half-true
We havent yet taken out a negative ad.,christine-odonnell,pants-fire
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",eric-hovde,false
"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",new-jersey-state-afl-cio,mostly-true
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,rob-zerban,false
Missouri is #1 in the nation for holding down tuition increases at public universities.,jay-nixon,mostly-true
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,talgo-inc,true
We have never done business with Donald Trump.,patrick-murphy,half-true
"When you look at the earned income tax credit, it has about a 25 percent fraud rate. Were looking at $20 billion to $30 billion.",rand-paul,half-true
"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.",ron-paul,half-true
Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,pete-gallego,true
"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.",paul-ryan,mostly-true
Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,sam-adams,barely-true
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,blog-posting,pants-fire
Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,kathleen-falk,false
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",john-boehner,true
"Says that President Obama said if Congress passed the economic stimulus bill, we would have unemployment at 8 percent and no higher. And it went higher.",george-will,barely-true
Says Charlie Crist implemented Jeb Bushs A+ Plan.,progressive-choice,true
We have 650 people who move to Texas every day.,glenn-hegar,true
The Obama administration gave Iran $400 million in ransom payment cash.,donald-trump,barely-true
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",lincoln-chafee,false
"The United States of America, right now, has the strongest, most durable economy in the world.",barack-obama,mostly-true
The federal health care law is probably the biggest tax increase ever in the history of our country.,rick-scott,false
On toll roads.,scott-walker,half-true
Says Austin is the largest city in America without a congressional district anchored in it.,elliott-naishtat,true
"Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year.",greg-abbott,mostly-true
Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,reince-priebus,half-true
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",reince-priebus,false
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,hillary-clinton,true
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",lawrence-odonnell,mostly-true
"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.",eric-fehrnstrom,half-true
"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",michael-needham,mostly-true
We are the only industrialized nation that doesnt guarantee workers paid family leave.,kirsten-gillibrand,mostly-true
"A single mother of two cant qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",chris-koster,mostly-true
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,ohio-democratic-party,pants-fire
Says Mitt Romney belittled middle-class tax cuts as nothing more than little Band-Aids.,florida-democratic-party,barely-true
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,leah-vukmir,false
"Even among second and third generation Muslims in the United States, theres no real assimilation.",donald-trump,false
Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,rick-scott,mostly-true
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",occupy-democrats,pants-fire
On subsidies for ethanol production.,george-allen,false
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",eileen-brady,mostly-true
We knew Strom Thurmond had proposed the amendment that blocked Puerto Ricos use of Chapter 9 bankruptcy protection.,john-oliver,mostly-true
"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",rick-scott,half-true
"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.",chris-christie,half-true
Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,blog-posting,pants-fire
"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.",mayors-against-illegal-guns,half-true
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,donald-trump,mostly-true
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",american-action-network,barely-true
Says Patrick Murphy never worked as a CPA and was never a small business owner.,national-republican-senatorial-committee,barely-true
"In 2012, Wall Street gave Scott Brown more campaign contributions than any other candidate -- $5.3 million.",jeanne-shaheen,mostly-true
$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,mark-warner,mostly-true
Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,restore-our-future,pants-fire
"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.",scott-walker,half-true
Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,scott-walker,false
"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.",mary-nolan,half-true
Drinking champagne could help prevent Alzheimers and other forms of dementia.,viral-media-reports,false
"Because of the health care act, The people who have health care and like it in this county are not going to be able to keep what they have.",eric-cantor,barely-true
Ford is moving all of their small-car production to Mexico.,donald-trump,mostly-true
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,americans-prosperity,false
Says shes never said dont build Texas 45 Southwest.,karen-huber,half-true
The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,lloyd-doggett,true
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",thomas-perez,true
"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",barack-obama,mostly-true
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",dan-patrick,true
The Wisconsin Economic Development Corporation is a proven job creator.,john-nygren,half-true
Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,julian-castro,true
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,john-kasich,pants-fire
The war spending bill actually spends more money on the International Monetary Fund than on the war.,lynn-westmoreland,barely-true
North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,pat-mccrory,true
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,stephanie-cutter,true
Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,blog-posting,false
"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.",rachel-maddow,mostly-true
"Says that in 2011, Oregon had the second fastest growing economy in the nation.",john-kitzhaber,true
Sherrod Brown supported President Obamas $453 billion tax increase.,crossroads-gps,barely-true
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",facebook-posts,pants-fire
Says Connie Mack is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.,bill-nelson,half-true
Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,steve-rothman,mostly-true
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",julie-pace,mostly-true
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",eve-schatelowitz-alcantar,false
Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,bill-oreilly,barely-true
Says the Simpson-Bowles deficit reduction proposal went from President Barack Obamas desk to the garbage can.,jon-huntsman,false
"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",democratic-national-committee,true
More than 10 years of free trade has brought a $2 billion per day trade deficit.,sherrod-brown,mostly-true
"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",scott-bruun,barely-true
"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",greg-abbott,half-true
Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,john-lewis,mostly-true
I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,ted-cruz,mostly-true
"Says that during his eight years as Florida governor, we created 1.3 million net new jobs -- more jobs created than Texas.",jeb-bush,mostly-true
Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,greater-wisconsin-political-fund,half-true
Measures taken by my administration have saved taxpayers $1 billion.,donald-carcieri,mostly-true
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",barack-obama,true
"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.",robby-mook,mostly-true
"A few months ago when you were asked whats the biggest geopolitical threat facing America, you said Russia.",barack-obama,half-true
Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,bernie-s,mostly-true
Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,mitt-romney,false
"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",anonymous-cyber-squatter,half-true
Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to twist [legislators] arms to vote for deals like this.,dawson-hodgson,barely-true
On Donald Trumps track record in business,mitt-romney,false
Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,julie-lassa,barely-true
Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,city-beaverton,false
Evidence shows Zika virus turns fetus brains to liquid.,blog-posting,pants-fire
"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",viral-image,barely-true
Georgia is the Saudi Arabia of pine trees.,georgia-politicians,barely-true
U.S. Senate candidate Jack Kingston voted for the Cash for Clunkers program.,david-perdue,half-true
I turned a $110 million deficit into a $1.6 million surplus for our city.,angel-taveras,barely-true
Seventy percent of Americans dont have a college degree.,rick-santorum,true
"President Barack Obamas veto of the Keystone XL pipeline killed 42,000 jobs.",tom-graves,half-true
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",steve-rothman,barely-true
"In Hillary Clintons tax returns, you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.",paul-manafort,half-true
"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",barry-bone,true
Says the NAACPs Ohio chapter has endorsed Issue 2.,voters-first-ohio,barely-true
Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,ted-cruz,true
Says Joe Heck voted to shut down the government.,catherine-cortez-masto,half-true
"Of the 98 top oxycodone-dispensing doctors who used to live in Florida, today, there are none.",pam-bondi,mostly-true
"A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.",paul-saldana,half-true
Federal spending on entitlements is projected to consume all revenue by 2045.,josh-mandel,mostly-true
"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",johnny-isakson,barely-true
"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.",rush-holt,true
Says Texas Republican leaders have proposed laying off thousands of teachers.,boyd-richie,barely-true
The Democratic health care bill in the House would create 53 new government bureaucracies.,charles-boustany,barely-true
Says that Donald Trump supported Charlie Crist.,marco-rubio,mostly-true
"Dollar General added 2,500 stores and 20,000 jobs during his four-year tenure as CEO.",david-perdue,mostly-true
Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,rachel-maddow,false
Says overwhelming majorities of Americans support gun legislation like background checks.,barack-obama,mostly-true
"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",ted-poe,barely-true
"Since President Barack Obama took office, 2 million more Americans are out of work.",phil-gingrey,half-true
Says opponent David Dewhurst is a career politician.,tom-leppert,false
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,terry-mcauliffe,false
"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.",russ-girling,false
Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,mike-mccabe,false
"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.",americans-tax-reform,barely-true
The worlds 62 richest people own the same wealth as the 3.6 billion poorest.,oxfam-america,mostly-true
"There are approximately 18,000 (police) departments in the United States.",charles-ramsey,mostly-true
On his support for sharply limiting collective bargaining by public employees.,jeff-stone,half-true
Georgia is one of only about seven states in the country that has a AAA bond rating.,nathan-deal,true
"Two years ago Providence alone spent $50,000 a year notifying the school department about residents in the states sex offender registry.",joee-lindbeck,half-true
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",donald-trump,barely-true
"Since the passage of Obamas stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking.",mitt-romney,half-true
"Says Vince Polistina is collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension.",new-jersey-democratic-state-committee,barely-true
Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,john-depetro,pants-fire
Gov. Romneys plan would cut taxes for the folks at the very top.,barack-obama,mostly-true
Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,john-faulk,false
"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.",karl-rove,mostly-true
"Says Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a womans right to choose, even when her health is at risk.",catherine-cortez-masto,mostly-true
Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,donald-trump,mostly-true
Says Charlie Crist and Missouri Rep. Todd Akin hold same abortion views. No exception except the life of the mother.,lenny-curry,barely-true
Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,donald-trump,half-true
Says Catherine Cortez Masto was happy to line her own pockets with taxpayer dollars when state employees were slammed with frozen salaries.,national-republican-senatorial-committee,barely-true
"Under Obamacare, The IRS will have access to the American peoples protected health care information.",eric-cantor,pants-fire
Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,steve-adler,mostly-true
"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.",jack-conway,mostly-true
Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,donald-trump,half-true
The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,paul-ryan,mostly-true
The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,mitch-mcconnell,barely-true
"Says in fiscal year 2011, the state had a projected $11 billion deficit.",chris-christie,half-true
"The Great Wall of China, built 2,000 years ago, is 13,000 miles (long).",donald-trump,half-true
"One half of federal spending goes to Social Security, Medicare and Medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",rob-woodall,half-true
Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,alison-lundergan-grimes,true
Says the American public overwhelmingly opposed Democratic-steered health care plan.,kay-bailey-hutchison,half-true
"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",david-dewhurst,mostly-true
"Right now, if Rhode Island police come across a young person with a gun, they really dont legally have the right to take it away from them.",linda-finn,half-true
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",don-beyer,false
The Obama administration supported Muslim allies trying to establish a new international blasphemy standard.,jonathan-turley,barely-true
Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,hillary-clinton,true
John Raeses wife is registered to vote in Florida so she cant even vote for him.,joe-manchin,true
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",michele-bachmann,pants-fire
More people are struck by lightning than commit in-person voter fraud by impersonation.,mark-pocan,true
Says Hillary Clinton and Tim Kaine want to expand (Obamacare) into a single-payer program.,mike-pence,barely-true
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,greg-abbott,true
Germany is crime-riddled right now because of migration to Europe.,donald-trump,barely-true
Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,frank-wolf,true
Mitt Romney said it was tragic to end the war in Iraq.,barack-obama,half-true
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",facebook-posts,pants-fire
"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.",americans-prosperity,false
"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.",sean-duffy,barely-true
"In 2012, there were nearly 12.2 million arrests and only 410 uses of deadly force by police in the United States.",edward-flynn,mostly-true
Says Thomas Jefferson said that government is best which governs least.,scott-walker,false
The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.,bernie-s,mostly-true
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,occupy-democrats,false
"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",lois-frankel,barely-true
"State House incumbent Jill Chambers, R-Atlanta, personally profits from taxpayer money.",georgia-house-democratic-caucus-behalf-elena-paren,false
Says the Feingold garage ad is a fake: Hes not standing in front of his house.,mark-belling,pants-fire
Forty-five percent of doctors say theyll quit if health care reform passes.,glenn-beck,false
"Says Glenn Grothman pushed through state tax credits that when phased in, someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",mark-harris,mostly-true
Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,blog-posting,false
Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,your-choice-colorado,half-true
Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,hugh-hewitt,half-true
"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",jim-renacci,mostly-true
I wake up every morning in a house (the White House) that was built by slaves.,michelle-obama,true
"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",wisconsin-working-families-party,false
The media never show crowds.,donald-trump,false
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,brian-moran,pants-fire
Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,jim-doyle,mostly-true
